Cannot create a Job Applicant against a closed Job Opening,Không thể tạo Ứng viên cho Vị trí tuyển dụng đã đóng,
Cannot create private workspace of other users,Không thể tạo workspace riêng tư của người dùng khác,
Cannot deactivate or cancel BOM as it is linked with other BOMs,Không thể vô hiệu hóa hoặc hủy BOM vì nó liên kết với BOM khác,
Cannot deduct when category is for 'Valuation' or 'Valuation and Total',Không thể khấu trừ khi hạng mục là 'Định giá' hoặc 'Định giá và Tổng',
Cannot delete an item which has been ordered,Không thể xóa sản phẩm đã được đặt,
Cannot delete standard action. You can hide it if you want,Không thể xóa hành động chuẩn. Bạn có thể ẩn nếu muốn,
Cannot delete standard field. You can hide it if you want,Không thể xóa trường chuẩn. Bạn có thể ẩn nếu muốn,
Cannot delete standard link. You can hide it if you want,Không thể xóa liên kết chuẩn. Bạn có thể ẩn nếu muốn,
Cannot disable Serial and Batch No for Item,Không thể tắt Số seri và Số lô cho Sản phẩm,
Cannot edit a standard report. Please duplicate and create a new report,Không thể sửa báo cáo chuẩn. Vui lòng sao chép và tạo báo cáo mới,
Cannot edit filters for standard number cards,Không thể sửa bộ lọc cho thẻ số chuẩn,
Cannot fetch selected rows for submitted Payment Request,Không thể lấy dòng đã chọn cho Yêu cầu Thanh toán đã gửi,
Cannot find Item or Warehouse with this Barcode,Không tìm thấy Sản phẩm hoặc Kho với Mã vạch này,
Cannot get file contents of a Folder,Không thể lấy nội dung tệp của Thư mục,
Cannot have multiple printers mapped to a single print format.,Không thể có nhiều máy in được ánh xạ với một mẫu in.,
Cannot import table with more than 5000 rows.,Không thể nhập bảng có hơn 5000 dòng.,
Cannot receive from customer against negative outstanding,Không thể nhận từ khách hàng theo số dư nợ âm,
Cannot reduce quantity than ordered or purchased quantity,Không thể giảm số lượng nhỏ hơn số lượng đặt hoặc mua,
Cannot retrieve link token for update. Check Error Log for more information,Không thể lấy token liên kết để cập nhật. Kiểm tra Nhật ký Lỗi để biết thêm thông tin,
Cannot retrieve link token. Check Error Log for more information,Không thể lấy token liên kết. Kiểm tra Nhật ký Lỗi để biết thêm thông tin,
Cannot select a Group type Customer Group. Please select a non-group Customer Group.,Không thể chọn Nhóm Khách hàng loại Nhóm. Vui lòng chọn Nhóm Khách hàng không phải nhóm.,
Cannot set 'Report' permission if 'Only If Creator' permission is set,Không thể đặt quyền 'Báo cáo' nếu quyền 'Chỉ Nếu Người tạo' đã được đặt,
Cannot set as Lost as Sales Order is made.,Không thể đặt là Thất bại vì Đơn bán hàng đã được tạo.,
Cannot set multiple Item Defaults for a company.,Không thể đặt nhiều Mặc định Sản phẩm cho một công ty.,
Cannot set quantity less than delivered quantity,Không thể đặt số lượng nhỏ hơn số lượng đã giao,
Cannot set quantity less than received quantity,Không thể đặt số lượng nhỏ hơn số lượng đã nhận,
Cannot submit. Attendance is not marked for some employees.,Không thể gửi. Chấm công chưa được đánh dấu cho một số nhân viên.,
Cash or Bank Account is mandatory for making payment entry,Bắt buộc nhập Tài khoản Tiền mặt hoặc Ngân hàng để tạo bút toán thanh toán,
Cashier is currently assigned to another POS.,Thu ngân hiện đang được phân cho POS khác.,
Change the account type to Receivable or select a different account.,Đổi loại tài khoản thành Phải thu hoặc chọn tài khoản khác.,
Change this date manually to setup the next synchronization start date,Đổi ngày này thủ công để thiết lập ngày bắt đầu đồng bộ tiếp theo,
Changing Customer Group for the selected Customer is not allowed.,Không được phép đổi Nhóm Khách hàng cho Khách hàng đã chọn.,
Changing any setting will reflect on all the email accounts associated with this domain.,Thay đổi bất kỳ cài đặt nào sẽ phản ánh trên tất cả tài khoản email liên quan đến miền này.,
Changing rounding method on site with data can result in unexpected behaviour.,Đổi phương pháp làm tròn trên site có dữ liệu có thể gây hành vi không mong đợi.,
Charges are updated in Purchase Receipt against each item,Phí được cập nhật trong Phiếu nhập theo từng sản phẩm,
Charges will be distributed proportionately based on item qty or amount,Phí sẽ được phân phối theo tỷ lệ dựa trên SL hoặc số tiền sản phẩm,
Check if it is a hydroponic unit,Kiểm tra nếu là đơn vị thủy canh,
Check if material transfer entry is not required,Kiểm tra nếu bút toán chuyển vật tư không bắt buộc,
Check this to disallow fractions. (for Nos),Tick để không cho phép phân số. (cho Số),
Check to display the full numeric value (e.g.,Tick để hiển thị giá trị số đầy đủ (vd.,
Checking this will enable tracking page views for blogs,Tick sẽ bật theo dõi lượt xem trang cho blog,
Checking this will hide custom doctypes and reports cards in Links section,Tick sẽ ẩn thẻ doctype và báo cáo tùy chỉnh trong phần Liên kết,
Checking this will publish the page on your website and it'll be visible to everyone.,Tick sẽ xuất bản trang trên website của bạn và sẽ hiển thị cho mọi người.,
Checking this will round off the tax amount to the nearest integer,Tick sẽ làm tròn số tiền thuế đến số nguyên gần nhất,
Checkout Order / Submit Order / New Order,Thanh toán Đơn / Gửi Đơn / Đơn mới,
Child Tables are shown as a Grid in other DocTypes,Bảng Con được hiển thị dưới dạng Grid trong DocType khác,
Child Task exists for this Task. You can not delete this Task.,Nhiệm vụ con tồn tại cho Nhiệm vụ này. Bạn không thể xóa Nhiệm vụ này.,
Child nodes can be only created under 'Group' type nodes,Nút con chỉ có thể được tạo dưới nút loại 'Nhóm',
Child nodes can only be created under 'Group' type nodes,Nút con chỉ có thể được tạo dưới nút loại 'Nhóm',
Child tables that will also be deleted,Bảng con cũng sẽ bị xóa,
Child warehouse exists for this warehouse. You can not delete this warehouse.,Kho con tồn tại cho kho này. Bạn không thể xóa kho này.,
Choose Existing Card or create New Card,Chọn Thẻ Hiện có hoặc tạo Thẻ Mới,
Choose authentication method to be used by all users,Chọn phương thức xác thực được dùng bởi tất cả người dùng,
Choose the date on which you want to create these components as arrears.,Chọn ngày bạn muốn tạo các thành phần này như truy lĩnh.,
Chưa cấu hình nhà cung cấp hóa đơn điện tử,Chưa cấu hình nhà cung cấp hóa đơn điện tử,
Clear the email message and add the template,Xóa tin nhắn email và thêm mẫu,
Click On Customize to add your first widget,Nhấn Tùy chỉnh để thêm widget đầu tiên,
Click on Get Sales Orders to fetch sales orders based on the above filters.,Nhấn Lấy Đơn bán hàng để lấy đơn bán hàng theo bộ lọc phía trên.,
Click on a file to select it.,Nhấn vào tệp để chọn.,
Click on the link below to approve the request,Nhấn vào liên kết bên dưới để duyệt yêu cầu,
Click on the link below to complete your registration and set a new password,Nhấn vào liên kết bên dưới để hoàn tất đăng ký và đặt mật khẩu mới,
Click on the link below to download your data,Nhấn vào liên kết bên dưới để tải xuống dữ liệu của bạn,
Click on the link below to verify your email and confirm the appointment,Nhấn vào liên kết bên dưới để xác minh email và xác nhận lịch hẹn,
Click on the link below to verify your request,Nhấn vào liên kết bên dưới để xác minh yêu cầu của bạn,
Closed Work Order can not be stopped or Re-opened,Lệnh sản xuất đã đóng không thể dừng hoặc Mở lại,
Closed order cannot be cancelled. Unclose to cancel.,Không thể hủy đơn đã đóng. Mở lại để hủy.,
Code to reference this line in formulas (e.g.,Mã để tham chiếu dòng này trong công thức (vd.,
Columns are not according to template. Please compare the uploaded file with standard template,Các cột không đúng mẫu. Vui lòng so sánh tệp đã tải lên với mẫu chuẩn,
Comment can only be edited by the owner,Chỉ chủ sở hữu mới có thể sửa bình luận,
Comment publicity can only be updated by the original author or a System Manager.,Chỉ tác giả gốc hoặc Quản trị hệ thống mới có thể cập nhật công khai bình luận.,
Comments and Communications will be associated with this linked document,Bình luận và Trao đổi sẽ được liên kết với tài liệu liên kết này,
Comments cannot have links or email addresses,Bình luận không được chứa liên kết hoặc địa chỉ email,
Common names and surnames are easy to guess.,Tên và họ phổ biến dễ đoán.,
Company Abbreviation cannot have more than 5 characters,Viết tắt Công ty không được quá 5 ký tự,
Company currencies of both the companies should match for Inter Company Transactions.,Tiền tệ của cả hai công ty phải khớp cho Giao dịch Liên công ty.,
Company is mandatory for generating an invoice. Please set a default company in Global Defaults.,Bắt buộc nhập Công ty để tạo hóa đơn. Vui lòng đặt công ty mặc định trong Global Defaults.,
Company link field name used for filtering (optional - leave empty to delete all records),Tên trường liên kết công ty dùng để lọc (tùy chọn - để trống để xóa tất cả bản ghi),
Company or Personal Email is mandatory when 'Create User Automatically' is enabled,Bắt buộc nhập Email Công ty hoặc Cá nhân khi 'Tự động tạo Người dùng' được bật,
Company registration numbers for your reference. Tax numbers etc.,Số đăng ký công ty để tham khảo. Mã số thuế v.v.,
Completed On cannot be greater than Today,Ngày Hoàn thành không thể lớn hơn Hôm nay,
Completed Qty cannot be greater than 'Qty to Manufacture',SL Hoàn thành không thể lớn hơn 'SL Cần Sản xuất',
Completion Date can not be before Failure Date. Please adjust the dates accordingly.,Ngày Hoàn thành không thể trước Ngày Hỏng. Vui lòng điều chỉnh ngày phù hợp.,
Conditions will be applied on all the selected items combined. ,Điều kiện sẽ được áp dụng cho tất cả sản phẩm đã chọn kết hợp. ,
Configure various aspects of how document naming works like naming series,Cấu hình các khía cạnh về cách đặt tên tài liệu hoạt động như chuỗi đặt tên,
Connection lost. Some features might not work.,Mất kết nối. Một số tính năng có thể không hoạt động.,
Consolidated Trial Balance can be generated for Companies having same root Company.,Cân đối Thử Hợp nhất có thể được tạo cho các Công ty có cùng Công ty gốc.,
Controls whether new users can sign up using this Social Login Key. If unset,Kiểm soát việc người dùng mới có thể đăng ký bằng Khóa Đăng nhập Xã hội này. Nếu bỏ chọn,
Conversion rate must be 1.00 if document currency is same as company currency,Tỷ lệ quy đổi phải là 1.00 nếu tiền tệ tài liệu giống tiền tệ công ty,
Convert Item Description to Clean HTML in Transactions,Chuyển Mô tả Sản phẩm thành HTML Sạch trong Giao dịch,
Cost Center is a part of Cost Center Allocation,Trung tâm Chi phí là một phần của Phân bổ Trung tâm Chi phí,
Cost Center with Allocation records can not be converted to a group,Trung tâm Chi phí có bản ghi Phân bổ không thể chuyển thành nhóm,
Cost Center with existing transactions can not be converted to group,Trung tâm Chi phí có giao dịch hiện có không thể chuyển thành nhóm,
Cost Center with existing transactions can not be converted to ledger,Trung tâm Chi phí có giao dịch hiện có không thể chuyển thành sổ cái,
Cost allocation between finished goods and secondary items should equal 100%,Phân bổ chi phí giữa thành phẩm và sản phẩm phụ phải bằng 100%,
Cost of Goods Sold Account in Items Table,Tài khoản Giá vốn hàng bán trong Bảng Sản phẩm,
Costing and Billing fields has been updated,Đã cập nhật trường Giá thành và Xuất HĐ,
Could not auto create Customer due to the following missing mandatory field(s):,Không thể tự động tạo Khách hàng do thiếu trường bắt buộc sau:,
Could not connect to outgoing email server,Không kết nối được đến máy chủ email đi,
Could not detect the Company for updating Bank Accounts,Không phát hiện được Công ty để cập nhật Tài khoản Ngân hàng,
Could not solve weighted score function. Make sure the formula is valid.,Không thể giải hàm điểm có trọng số. Đảm bảo công thức hợp lệ.,
Could not start Chromium. Check logs for details.,Không khởi động được Chromium. Kiểm tra nhật ký để biết chi tiết.,
Country Code in File does not match with country code set up in the system,Mã Quốc gia trong tệp không khớp với mã quốc gia đặt trong hệ thống,
Create Job Card based on Batch Size,Tạo Phiếu công việc dựa trên Kích thước Lô,
Create Payment Entry for Consolidated POS Invoices.,Tạo Bút toán Thanh toán cho Hóa đơn POS Hợp nhất.,
Create Sales Orders to help you plan your work and deliver on-time,Tạo Đơn bán hàng để giúp bạn lập kế hoạch công việc và giao đúng hạn,
Create a variant with the template image.,Tạo biến thể với ảnh mẫu.,
Create an incoming stock transaction for the Item.,Tạo giao dịch kho đến cho Sản phẩm.,
Create your workflow visually using the Workflow Builder.,Tạo quy trình trực quan bằng Trình xây dựng Quy trình.,
Creates a User account for this employee using the Preferred,Tạo tài khoản Người dùng cho nhân viên này dùng Ưu tiên,
Creation of Salary Structure Assignments has been queued. It may take a few minutes.,Đã xếp hàng tạo Phân công Cấu trúc lương. Có thể mất vài phút.,
Creation of this document is only permitted in developer mode.,Việc tạo tài liệu này chỉ được phép ở chế độ nhà phát triển.,
Credit Note will update it's own outstanding amount,Phiếu Có sẽ cập nhật số dư nợ của chính nó,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,Tiêu chí mà dựa trên đó nhân viên sẽ được đánh giá trong Đánh giá Hiệu suất và Tự Đánh giá,
Criteria weights must add up to 100%,Trọng số tiêu chí phải cộng tổng bằng 100%,
Cron Interval should be between 1 and 59 Min,Khoảng Cron phải từ 1 đến 59 phút,
Cron format is required for job types with Cron frequency.,Bắt buộc định dạng Cron cho loại tác vụ có tần suất Cron.,
Cross Listing of Item in multiple groups,Đăng chéo Sản phẩm trong nhiều nhóm,
Currency Exchange must be applicable for Buying or for Selling.,Tỷ giá phải áp dụng cho Mua hoặc Bán.,
Currency can not be changed after making entries using some other currency,Không thể đổi tiền tệ sau khi tạo bút toán dùng tiền tệ khác,
Currency filters are currently unsupported in Custom Financial Report.,Bộ lọc tiền tệ hiện không được hỗ trợ trong Báo cáo Tài chính Tùy chỉnh.,
Current BOM and New BOM can not be same,BOM Hiện tại và BOM Mới không thể giống nhau,
Custom Fields can only be added to a standard DocType.,Chỉ có thể thêm Trường Tùy chỉnh vào DocType chuẩn.,
Custom Fields cannot be added to core DocTypes.,Không thể thêm Trường Tùy chỉnh vào DocType lõi.,
Customer isn't enrolled in any Loyalty Program,Khách hàng chưa đăng ký Chương trình Khách hàng thân thiết nào,
Daily Event Digest is sent for Calendar Events where reminders are set.,Tóm tắt Sự kiện Hàng ngày được gửi cho Sự kiện Lịch có đặt nhắc nhở.,
Daily Events should finish on the Same Day.,Sự kiện Hàng ngày phải kết thúc trong Cùng Ngày.,
Date of Birth cannot be greater than today.,Ngày sinh không thể lớn hơn hôm nay.,
Date of Commencement should be greater than Date of Incorporation,Ngày Khởi sự phải lớn hơn Ngày Thành lập,
Day(s) after the end of the invoice month,Ngày sau ngày kết thúc tháng hóa đơn,
Days for which Holidays are blocked for this department.,Số ngày mà ngày nghỉ bị chặn cho phòng ban này.,
Days to Reverse must be greater than zero.,Số ngày Hoàn ngược phải lớn hơn 0.,
Debit Note will update it's own outstanding amount,Phiếu Nợ sẽ cập nhật số dư nợ của chính nó,
Decimal Separator must be '.' when Quoting is set to Non-numeric,Dấu phân cách thập phân phải là '.' khi Quoting đặt là Non-numeric,
Decimal Separator must be a single character,Dấu phân cách thập phân phải là một ký tự đơn,
Deduct Tax For Unsubmitted Tax Exemption Proof,Khấu trừ Thuế cho Chứng từ Miễn thuế Chưa gửi,
Default account will be automatically updated in POS Invoice when this mode is selected.,Tài khoản mặc định sẽ tự động cập nhật trong Hóa đơn POS khi chọn phương thức này.,
Defines actions on states and the next step and allowed roles.,Định nghĩa hành động trên trạng thái và bước tiếp theo và vai trò được phép.,
Defines workflow states and rules for a document.,Định nghĩa trạng thái và quy tắc quy trình cho một tài liệu.,
Delete Accounting and Stock Ledger Entries on deletion of Transaction,Xóa Bút toán Sổ cái Kế toán và Sổ Kho khi xóa Giao dịch,
Delete all the Transactions for this Company,Xóa tất cả Giao dịch cho Công ty này,
Delete this record to allow sending to this email address,Xóa bản ghi này để cho phép gửi đến địa chỉ email này,
Deletion of this document is only permitted in developer mode.,Việc xóa tài liệu này chỉ được phép ở chế độ nhà phát triển.,
Demo data creation failed. Check notifications for more info.,Tạo dữ liệu demo thất bại. Kiểm tra thông báo để biết thêm thông tin.,
Depreciation Eliminated due to disposal of assets,Khấu hao bị loại bỏ do thanh lý tài sản,
Depreciation Expense Account should be an Income or Expense Account.,Tài khoản Chi phí Khấu hao phải là Tài khoản Thu nhập hoặc Chi phí.,
Depreciation Posting Date cannot be before Available-for-use Date,Ngày Ghi Khấu hao không thể trước Ngày Sẵn sàng Sử dụng,
Depreciation cannot be calculated for fully depreciated assets,Không thể tính khấu hao cho tài sản đã khấu hao hết,
Description to inform the user about any action that is going to be performed,Mô tả để thông báo cho người dùng về bất kỳ hành động nào sắp được thực hiện,
Difference Account must be a Asset/Liability type account (Temporary Opening),Tài khoản Chênh lệch phải là loại Tài sản/Nợ (Đầu kỳ Tạm),
Difference Account must be a Asset/Liability type account,Tài khoản Chênh lệch phải là loại Tài sản/Nợ,
"Different ""States"" this document can exist in. Like ""Open""","Các ""Trạng thái"" khác nhau mà tài liệu này có thể tồn tại. Như ""Mở""",
Different 'Source Warehouse' and 'Target Warehouse' can be set for each row.,Có thể đặt 'Kho Nguồn' và 'Kho Đích' khác nhau cho mỗi dòng.,
Direct return is not allowed for Timesheet.,Không cho phép trả lại trực tiếp cho Timesheet.,
Disable template to prevent use in reports,Tắt mẫu để ngăn sử dụng trong báo cáo,
Disabled template must not be default template,Mẫu đã tắt không được là mẫu mặc định,
Disassemble Qty cannot be less than or equal to 0.,SL Tháo rời không thể nhỏ hơn hoặc bằng 0.,
Discount (%) on Price List Rate with Margin,Chiết khấu (%) trên Đơn giá Bảng giá có Biên,
Discount Percentage can be applied either against a Price List or for all Price List.,Phần trăm Chiết khấu có thể áp dụng cho Bảng giá hoặc cho tất cả Bảng giá.,
Discounts to be applied in sequential ranges like buy 1 get 1,Chiết khấu được áp dụng theo khoảng liên tiếp như mua 1 tặng 1,
Do Not Update Serial / Batch on Creation of Auto Bundle,Không Cập nhật Số seri / Lô khi Tạo Gói Tự động,
Do not create new user if user with email does not exist in the system,Không tạo người dùng mới nếu người dùng có email không tồn tại trong hệ thống,
Do not edit headers which are preset in the template,Không sửa tiêu đề được đặt sẵn trong mẫu,
Do not show any symbol like $ etc next to currencies.,Không hiển thị bất kỳ ký hiệu nào như $ bên cạnh tiền tệ.,
Do you really want to restore this scrapped asset?,Bạn có thực sự muốn phục hồi tài sản đã thanh lý này?,
Do you still want to enable immutable ledger?,Bạn vẫn muốn bật sổ cái bất biến?,
Do you still want to enable negative inventory?,Bạn vẫn muốn bật tồn kho âm?,
Do you want to cancel all linked documents?,Bạn có muốn hủy tất cả tài liệu liên kết?,
Do you want to change valuation method?,Bạn có muốn đổi phương pháp định giá?,
Do you want to notify all the customers by email?,Bạn có muốn thông báo cho tất cả khách hàng qua email?,
Do you want to submit the material request,Bạn có muốn gửi yêu cầu vật tư,
Do you want to submit the stock entry?,Bạn có muốn gửi bút toán kho?,
DocType can only be renamed by Administrator,Chỉ Quản trị viên mới có thể đổi tên DocType,
DocType is a Table / Form in the application.,DocType là Bảng / Biểu mẫu trong ứng dụng.,
DocType must be Submittable for the selected Doc Event,DocType phải có thể Gửi được cho Doc Event đã chọn,
DocType on which this Workflow is applicable.,DocType mà Quy trình này áp dụng.,
DocType's name should not start or end with whitespace,Tên DocType không được bắt đầu hoặc kết thúc bằng khoảng trắng,
Document Type already used as a dimension,Loại Tài liệu đã được dùng làm chiều,
Document Type and Function are required to create a number card,Bắt buộc Loại Tài liệu và Hàm để tạo thẻ số,
Document cannot be used as a filter value,Tài liệu không thể dùng làm giá trị lọc,
Document follow is not enabled for this user.,Theo dõi tài liệu chưa được bật cho người dùng này.,
Document is only editable by users with role,Tài liệu chỉ có thể được sửa bởi người dùng có vai trò,
Document type is required to create a dashboard chart,Bắt buộc Loại Tài liệu để tạo biểu đồ dashboard,
Documents Processed on each trigger. Queue Size should be between 5 and 100,Số Tài liệu Xử lý trên mỗi lần kích hoạt. Kích thước Hàng đợi phải từ 5 đến 100,
Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;,Không mã hóa HTML thẻ HTML như &lt;script&gt; hoặc ký tự như &lt; hoặc &gt;,
Don't Reserve Sales Order Qty on Sales Return,Không Đặt trước SL Đơn bán hàng khi Trả lại hàng bán,
Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;,Không mã hóa thẻ HTML như &lt;script&gt; hoặc ký tự như &lt; hoặc &gt;,
Drag & Drop a section here from another tab,Kéo & Thả phần vào đây từ tab khác,
Drag and drop files here or upload from,Kéo và thả tệp vào đây hoặc tải lên từ,
Drag elements from the sidebar to add. Drag them back to trash.,Kéo phần tử từ sidebar để thêm. Kéo lại vào thùng rác để xóa.,
Drops existing SQL Procedures and Function setup by Accounts Receivable report,Xóa Thủ tục SQL và Hàm hiện có được thiết lập bởi báo cáo Phải thu,
Duplicate customer group found in the customer group table,Tìm thấy nhóm khách hàng trùng lặp trong bảng nhóm khách hàng,
Duplicate item group found in the item group table,Tìm thấy nhóm sản phẩm trùng lặp trong bảng nhóm sản phẩm,
Dùng để xác định vùng lương tối thiểu,Dùng để xác định vùng lương tối thiểu,
Earned Leaves are allocated as per the configured frequency via scheduler.,Phép được hưởng được phân bổ theo tần suất cấu hình qua scheduler.,
Earning Salary Component is required for Employee Referral Bonus.,Bắt buộc Thành phần Lương Thu nhập cho Thưởng Giới thiệu Nhân viên.,
Edit your workflow visually using the Workflow Builder.,Sửa quy trình trực quan bằng Trình xây dựng Quy trình.,
Either 'Selling' or 'Buying' must be selected,Phải chọn 'Bán' hoặc 'Mua',
Either Workstation or Workstation Type is mandatory,Bắt buộc Trạm hoặc Loại Trạm,
Either key or IP flag is required.,Bắt buộc cờ khóa hoặc IP.,
Either target qty or target amount is mandatory,Bắt buộc SL mục tiêu hoặc số tiền mục tiêu,
Either target qty or target amount is mandatory.,Bắt buộc SL mục tiêu hoặc số tiền mục tiêu.,
Email Account not setup. Please create a new Email Account from Settings > Email Account,Chưa thiết lập Tài khoản Email. Vui lòng tạo Tài khoản Email mới từ Cài đặt > Tài khoản Email,
Email Address whose Google Contacts are to be synced.,Địa chỉ Email có Google Contacts sẽ được đồng bộ.,
Email Queue flushing aborted due to too many failures.,Hủy xóa Hàng đợi Email do quá nhiều lỗi.,
Email is mandatory to create User Email,Bắt buộc Email để tạo User Email,
Email is required to create a user,Bắt buộc Email để tạo người dùng,
Email is required to create a user.,Bắt buộc Email để tạo người dùng.,
Email or Phone/Mobile of the Contact are mandatory to continue.,Bắt buộc Email hoặc Số điện thoại/Di động của Liên hệ để tiếp tục.,
Email queue is currently suspended. Resume to automatically send other emails.,Hàng đợi email hiện đang tạm dừng. Tiếp tục để tự động gửi email khác.,
Email undo window is over. Cannot undo email.,Cửa sổ hoàn tác email đã hết. Không thể hoàn tác email.,
Emails are already being pulled from this account.,Email đang được kéo từ tài khoản này.,
Emails salary slip to employee based on preferred email selected in Employee,Gửi email phiếu lương cho nhân viên dựa trên email ưu tiên chọn trong Nhân viên,
Emails will be sent with next possible workflow actions,Email sẽ được gửi kèm các hành động quy trình tiếp theo có thể,
Employee Promotion cannot be submitted before Promotion Date,Thăng chức Nhân viên không thể gửi trước Ngày Thăng chức,
Employee Transfer cannot be submitted before Transfer Date,Chuyển Nhân viên không thể gửi trước Ngày Chuyển,
Employee can be named by Employee ID if you assign one,Nhân viên có thể được đặt tên theo Mã Nhân viên nếu bạn gán,
Employee records are created using the selected option,Bản ghi Nhân viên được tạo dùng tùy chọn đã chọn,
Employee was marked Absent due to missing Employee Checkins.,Nhân viên được đánh dấu Vắng do thiếu Checkin Nhân viên.,
Employee was marked Absent for not meeting the working hours threshold.,Nhân viên được đánh dấu Vắng do không đạt ngưỡng giờ làm việc.,
Employee was marked Absent for other half due to missing Employee Checkins.,Nhân viên được đánh dấu Vắng cho nửa còn lại do thiếu Checkin Nhân viên.,
Enable Allow Partial Reservation in the Stock Settings to reserve partial stock.,Bật Cho phép Đặt trước Một phần trong Cài đặt Kho để đặt trước một phần tồn kho.,
Enable Cut-Off Date on Bulk Delivery Note Creation,Bật Ngày Cut-Off khi Tạo Phiếu giao hàng Hàng loạt,
Enable Provisional Accounting For Non Stock Items,Bật Kế toán Tạm cho Sản phẩm Phi kho,
Enable Serial / Batch No for Item,Bật Số seri / Số lô cho Sản phẩm,
Enable Urchin Tracking Module parameters in Quotation,Bật tham số Module Theo dõi Urchin trong Báo giá,
Enable developer mode to create a standard Print Template,Bật chế độ nhà phát triển để tạo Mẫu In chuẩn,
Enable developer mode to create a standard Web Template,Bật chế độ nhà phát triển để tạo Mẫu Web chuẩn,
Enable it if users want to consider rejected materials to dispatch.,Bật nếu người dùng muốn tính vật tư bị từ chối để xuất.,
Enable this checkbox even if you want to set the zero priority,Tick ô này ngay cả khi bạn muốn đặt độ ưu tiên 0,
Enable this to use a specific multiplier for public holidays. If unchecked,Bật để dùng hệ số nhân cụ thể cho ngày nghỉ lễ. Nếu bỏ tick,
Enable this to use a specific multiplier for weekends. If unchecked,Bật để dùng hệ số nhân cụ thể cho cuối tuần. Nếu bỏ tick,
Enable to reserve a small sample from each batch for any analysis arising ahead,Bật để giữ mẫu nhỏ từ mỗi lô cho bất kỳ phân tích nào phát sinh sau này,
Enabled only for Employee Benefit components from Salary Structure Assignment,Chỉ bật cho thành phần Phúc lợi Nhân viên từ Phân công Cấu trúc lương,
Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,Tick ô sẽ lấy timesheet khi chọn Dự án trong Hóa đơn bán hàng,
Enabling this will allow creation of multi-currency invoices against single party account in company currency,Bật sẽ cho phép tạo hóa đơn đa tiền tệ theo một tài khoản đối tác bằng tiền tệ công ty,
Enabling this will change the way how cancelled transactions are handled.,Bật sẽ thay đổi cách giao dịch đã hủy được xử lý.,
Enabling this will submit documents in background,Bật sẽ gửi tài liệu ở chế độ nền,
Encryption key is invalid! Please check site_config.json,Khóa mã hóa không hợp lệ! Vui lòng kiểm tra site_config.json,
End Date cannot be before Start Date,Ngày Kết thúc không thể trước Ngày Bắt đầu,
End Date cannot be before Start Date!,Ngày Kết thúc không thể trước Ngày Bắt đầu!,
End Date cannot be before Start Date.,Ngày Kết thúc không thể trước Ngày Bắt đầu.,
End Year cannot be before Start Year,Năm Kết thúc không thể trước Năm Bắt đầu,
End date cannot be before start date,Ngày kết thúc không thể trước ngày bắt đầu,
End time cannot be before start time,Giờ kết thúc không thể trước giờ bắt đầu,
Ensure Delivery Based on Produced Serial No,Đảm bảo Giao hàng Dựa trên Số seri Đã Sản xuất,
Ensure the user and group search paths are correct.,Đảm bảo đường dẫn tìm kiếm người dùng và nhóm đúng.,
Enter Client Id and Client Secret in Google Settings.,Nhập Client Id và Client Secret trong Cài đặt Google.,
Enter First and Last name of Employee,Nhập Tên và Họ của Nhân viên,
Enter a name for this Holiday List.,Nhập tên cho Danh sách Ngày nghỉ này.,
Enter default value fields (keys) and values. If you add multiple values for a field,Nhập trường giá trị mặc định (khóa) và giá trị. Nếu thêm nhiều giá trị cho một trường,
Enter each serial no in a new line,Nhập mỗi số seri trên dòng mới,
Enter static url parameters here (Eg. sender=ERPNext,Nhập tham số url tĩnh tại đây (Vd. sender=ERPNext,
Enter the Bank Guarantee Number before submitting.,Nhập Số Bảo lãnh Ngân hàng trước khi gửi.,
Enter the fieldname of the currency field or a cached value (e.g. Company:company:default_currency).,Nhập tên trường của trường tiền tệ hoặc giá trị cache (vd. Company:company:default_currency).,
Enter the name of the Beneficiary before submitting.,Nhập tên Người thụ hưởng trước khi gửi.,
Enter the name of the bank or lending institution before submitting.,Nhập tên ngân hàng hoặc tổ chức cho vay trước khi gửi.,
Enter the number of leaves you want to allocate for the period.,Nhập số phép bạn muốn phân bổ cho kỳ.,
Enter the quantity of the Item that will be manufactured from this Bill of Materials.,Nhập số lượng Sản phẩm sẽ được sản xuất từ BOM này.,
Evaluation Method cannot be changed as there are existing appraisals created for this cycle,Không thể đổi Phương pháp Đánh giá vì đã có đánh giá được tạo cho chu kỳ này,
Even if there are multiple Pricing Rules with highest priority,Ngay cả khi có nhiều Quy tắc Giá có độ ưu tiên cao nhất,
Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions,Ví dụ: ABCD.#####. Nếu chuỗi được đặt và Số lô không được nhắc đến trong giao dịch,
Exchange rate of Payment Entry against Employee Advance,Tỷ giá Bút toán Thanh toán theo Tạm ứng Nhân viên,
Expected Delivery Date should be after Sales Order Date,Ngày Giao hàng Dự kiến phải sau Ngày Đơn bán hàng,
Expiry time of QR Code Image Page,Thời gian hết hạn Trang Ảnh Mã QR,
